simple_amid,bundle_amid,Frontend_name,original_frontend_name,Type,Body_Type,Size,Top_Bottom,Product_Padding,Shape_Primary,supplier,MS_Product_Image_WEB_1,Color_AM_Primary,Showroom_Month,showroom_launch,Purchase_Type,tag,cloned_products,target_inventory,forecast_inventory,Need_to_Buy,actual_buy,Cluster,Calculation,original_tag,original_target_inventory,original_forecast_inventory,Original_Need_to_Buy,buy_ratio,size_range,flag,sale_ratio,sup_ratio
PCT187432,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,32C,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,37,0,37,50,bras_regular_contour,SUP,Bestseller,37,0,37,0.024295432458697766,28,Alpha_numeric,0.020185129002214187,0.0255
PCT187433,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,32D,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,31,0,31,50,bras_regular_contour,SUP,Bestseller,31,0,31,0.024295432458697766,28,Alpha_numeric,0.016632923991126293,0.0194
PCT187434,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,32DD,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,25,0,25,50,bras_regular_contour,SUP,Bestseller,25,0,25,0.024295432458697766,28,Alpha_numeric,0.014774321660118472,0.0165
PCT187435,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,32DDD,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,21,0,21,50,bras_regular_contour,SUP,Bestseller,21,0,21,0.024295432458697766,28,Alpha_numeric,0.011671329171273911,0.0141
PCT187436,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,34A,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,37,0,37,50,bras_regular_contour,SUP,Bestseller,37,0,37,0.024295432458697766,28,Alpha_numeric,0.025210068039718064,0.0254
PCT187437,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,34B,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,111,0,111,147,bras_regular_contour,SUP,Bestseller,111,0,111,0.071428571428571425,28,Alpha_numeric,0.0705460790821199,0.0739
PCT187438,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,34C,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,108,0,108,141,bras_regular_contour,SUP,Bestseller,108,0,108,0.068513119533527692,28,Alpha_numeric,0.0691094191921515,0.0703
PCT187439,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,34D,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,73,0,73,96,bras_regular_contour,SUP,Bestseller,73,0,73,0.046647230320699708,28,Alpha_numeric,0.046894489695863288,0.0475
PCT187440,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,34DD,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,58,0,58,77,bras_regular_contour,SUP,Bestseller,58,0,58,0.037414965986394558,28,Alpha_numeric,0.0382869687289513,0.0389
PCT187441,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,34DDD,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,40,0,40,55,bras_regular_contour,SUP,Bestseller,40,0,40,0.026724975704567541,28,Alpha_numeric,0.025527429576790023,0.0282
PCT187442,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,36A,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,28,0,28,50,bras_regular_contour,SUP,Bestseller,28,0,28,0.024295432458697766,28,Alpha_numeric,0.024592386978272911,0.018
PCT187443,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,36B,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,97,0,97,127,bras_regular_contour,SUP,Bestseller,97,0,97,0.061710398445092324,28,Alpha_numeric,0.06817373288618768,0.0636
PCT187444,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,36C,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,151,0,151,200,bras_regular_contour,SUP,Bestseller,151,0,151,0.097181729834791064,28,Alpha_numeric,0.11079493295941276,0.1002
PCT187445,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,36D,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,101,0,101,133,bras_regular_contour,SUP,Bestseller,101,0,101,0.064625850340136057,28,Alpha_numeric,0.073226881528635629,0.0659
PCT187446,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,36DD,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,84,0,84,111,bras_regular_contour,SUP,Bestseller,84,0,84,0.05393586005830904,28,Alpha_numeric,0.055555670692692342,0.0553
PCT187447,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,36DDD,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,64,0,64,86,bras_regular_contour,SUP,Bestseller,64,0,64,0.041788143828960157,28,Alpha_numeric,0.042351335443404525,0.0436
PCT187448,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,38B,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,61,0,61,79,bras_regular_contour,SUP,Bestseller,61,0,61,0.038386783284742466,28,Alpha_numeric,0.044584151489471743,0.0386
PCT187449,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,38C,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,114,0,114,151,bras_regular_contour,SUP,Bestseller,114,0,114,0.073372206025267256,28,Alpha_numeric,0.081405652467368361,0.0753
PCT187450,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,38D,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,104,0,104,138,bras_regular_contour,SUP,Bestseller,104,0,104,0.067055393586005832,28,Alpha_numeric,0.068170564097538286,0.0689
PCT187451,PCT187465,Helynn Dark Blue 2,Helynn Dark Blue 2,bras,regular,38DD,Top,contour,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/165404.jpg,Blue,2026-01-03,2025-05-01,Bestseller,Bestseller,0,84,0,84,110,bras_regular_contour,SUP,Bestseller,84,0,84,0.053449951409135082,28,Alpha_numeric,0.058079385063526716,0.0548
PCT204595,PCT204601,Talia White,Talia White,lingerie,regular,XS,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186951.jpg,White,2026-01-03,2026-03-01,Sister,,0,441,0,441,67,lingerie_regular_Bodysuit,SUP,,441,0,441,0.055053410024650778,5,Alpha,0.0602972293968041,0.0562
PCT204596,PCT204601,Talia White,Talia White,lingerie,regular,S,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186951.jpg,White,2026-01-03,2026-03-01,Sister,,0,1664,0,1664,259,lingerie_regular_Bodysuit,SUP,,1664,0,1664,0.21281840591618734,5,Alpha,0.21414577315838673,0.2137
PCT204597,PCT204601,Talia White,Talia White,lingerie,regular,M,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186951.jpg,White,2026-01-03,2026-03-01,Sister,,0,2364,0,2364,369,lingerie_regular_Bodysuit,SUP,,2364,0,2364,0.30320460147904682,5,Alpha,0.299643127415184,0.3039
PCT204598,PCT204601,Talia White,Talia White,lingerie,regular,L,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186951.jpg,White,2026-01-03,2026-03-01,Sister,,0,1823,0,1823,286,lingerie_regular_Bodysuit,SUP,,1823,0,1823,0.23500410846343467,5,Alpha,0.25084331502261953,0.233
PCT204599,PCT204601,Talia White,Talia White,lingerie,regular,XL,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186951.jpg,White,2026-01-03,2026-03-01,Sister,,0,1506,0,1506,236,lingerie_regular_Bodysuit,SUP,,1506,0,1506,0.19391947411668037,5,Alpha,0.1750705550070055,0.1932
PCT204602,PCT204608,Talia Dark Blue,Talia Dark Blue,lingerie,regular,XS,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186952.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,442,0,442,93,lingerie_regular_Bodysuit,SUP,,442,0,442,0.055855855855855854,5,Alpha,0.0602972293968041,0.0562
PCT204603,PCT204608,Talia Dark Blue,Talia Dark Blue,lingerie,regular,S,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186952.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,1679,0,1679,354,lingerie_regular_Bodysuit,SUP,,1679,0,1679,0.21261261261261261,5,Alpha,0.21414577315838673,0.2137
PCT204604,PCT204608,Talia Dark Blue,Talia Dark Blue,lingerie,regular,M,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186952.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,2394,0,2394,506,lingerie_regular_Bodysuit,SUP,,2394,0,2394,0.30390390390390393,5,Alpha,0.299643127415184,0.3039
PCT204605,PCT204608,Talia Dark Blue,Talia Dark Blue,lingerie,regular,L,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186952.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,1842,0,1842,391,lingerie_regular_Bodysuit,SUP,,1842,0,1842,0.23483483483483483,5,Alpha,0.25084331502261953,0.233
PCT204606,PCT204608,Talia Dark Blue,Talia Dark Blue,lingerie,regular,XL,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186952.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,1517,0,1517,321,lingerie_regular_Bodysuit,SUP,,1517,0,1517,0.19279279279279279,5,Alpha,0.1750705550070055,0.1932
PCT204609,PCT204614,Talia White Plus,Talia White Plus,lingerie,plus-size,1X,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186953.jpg,White,2026-01-03,2026-03-01,Sister,,0,1741,0,1741,333,lingerie_plus-size_Bodysuit,SUP,,1741,0,1741,0.43873517786561267,4,Alpha,0.50428599707312149,0.4429
PCT204610,PCT204614,Talia White Plus,Talia White Plus,lingerie,plus-size,2X,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186953.jpg,White,2026-01-03,2026-03-01,Sister,,0,1234,0,1234,238,lingerie_plus-size_Bodysuit,SUP,,1234,0,1234,0.31357048748353095,4,Alpha,0.28114970043781162,0.3135
PCT204611,PCT204614,Talia White Plus,Talia White Plus,lingerie,plus-size,3X,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186953.jpg,White,2026-01-03,2026-03-01,Sister,,0,667,0,667,128,lingerie_plus-size_Bodysuit,SUP,,667,0,667,0.16864295125164691,4,Alpha,0.15549393242058318,0.1679
PCT204612,PCT204614,Talia White Plus,Talia White Plus,lingerie,plus-size,4X,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186953.jpg,White,2026-01-03,2026-03-01,Sister,,0,298,0,298,60,lingerie_plus-size_Bodysuit,SUP,,298,0,298,0.079051383399209488,4,Alpha,0.059070370068483716,0.0757
PCT204615,PCT204620,Talia Dark Blue Plus,Talia Dark Blue Plus,lingerie,plus-size,1X,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186954.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,1772,0,1772,377,lingerie_plus-size_Bodysuit,SUP,,1772,0,1772,0.44300822561692127,4,Alpha,0.50428599707312149,0.4429
PCT204616,PCT204620,Talia Dark Blue Plus,Talia Dark Blue Plus,lingerie,plus-size,2X,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186954.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,1250,0,1250,264,lingerie_plus-size_Bodysuit,SUP,,1250,0,1250,0.31022326674500589,4,Alpha,0.28114970043781162,0.3135
PCT204617,PCT204620,Talia Dark Blue Plus,Talia Dark Blue Plus,lingerie,plus-size,3X,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186954.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,671,0,671,144,lingerie_plus-size_Bodysuit,SUP,,671,0,671,0.1692126909518214,4,Alpha,0.15549393242058318,0.1679
PCT204618,PCT204620,Talia Dark Blue Plus,Talia Dark Blue Plus,lingerie,plus-size,4X,Top,unlined,Bodysuit,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186954.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,291,0,291,66,lingerie_plus-size_Bodysuit,SUP,,291,0,291,0.077555816686251472,4,Alpha,0.059070370068483716,0.0757
PCT204636,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,30A,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,7,0,7,0,bras_regular_push up,SUP,,,,,0.0,28,Alpha_numeric,0.017371243269355588,0.0029011604641856741
PCT204637,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,30B,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,7,0,7,0,bras_regular_push up,SUP,,,,,0.0,28,Alpha_numeric,0.0062473128474165385,0.0029011604641856741
PCT204638,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,30C,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,6,0,6,0,bras_regular_push up,SUP,,,,,0.0,28,Alpha_numeric,0.0057543919763331751,0.0027010804321728693
PCT204639,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,30D,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,6,0,6,0,bras_regular_push up,SUP,,,,,0.0,28,Alpha_numeric,0.00650301157550065,0.0024009603841536613
PCT204640,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,30DD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,5,0,5,0,bras_regular_push up,SUP,,,,,0.0,28,Alpha_numeric,0.0051726159060360138,0.0022008803521408565
PCT204641,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,30DDD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,5,0,5,0,bras_regular_push up,SUP,,,,,0.0,28,Alpha_numeric,0.0081226197044997426,0.0023009203681472589
PCT204642,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,32A,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,95,0,95,50,bras_regular_push up,SUP,,,,,0.024050024050024051,28,Alpha_numeric,0.02278293682777454,0.02230892356942777
PCT204643,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,32B,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,181,0,181,73,bras_regular_push up,SUP,,,,,0.03511303511303511,28,Alpha_numeric,0.030165861260931869,0.036314525810324128
PCT204644,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,32C,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,131,0,131,64,bras_regular_push up,SUP,,,,,0.030784030784030785,28,Alpha_numeric,0.026227403178131638,0.028711484593837534
PCT204645,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,32D,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,81,0,81,50,bras_regular_push up,SUP,,,,,0.024050024050024051,28,Alpha_numeric,0.020012526638581742,0.0196078431372549
PCT204646,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,32DD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,48,0,48,50,bras_regular_push up,SUP,,,,,0.024050024050024051,28,Alpha_numeric,0.015858840969869357,0.015506202480992395
PCT204647,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,32DDD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,33,0,33,50,bras_regular_push up,SUP,,,,,0.024050024050024051,28,Alpha_numeric,0.012943218487223514,0.011204481792717087
PCT204648,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,34A,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,139,0,139,65,bras_regular_push up,SUP,,,,,0.031265031265031266,28,Alpha_numeric,0.027234976993111792,0.030312124849939975
PCT204649,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,34B,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,408,0,408,169,bras_regular_push up,SUP,,,,,0.081289081289081286,28,Alpha_numeric,0.07219471480052056,0.08373349339735893
PCT204650,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,34C,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,361,0,361,148,bras_regular_push up,SUP,,,,,0.071188071188071189,28,Alpha_numeric,0.070648917836257014,0.07312925170068027
PCT204651,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,34D,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,231,0,231,87,bras_regular_push up,SUP,,,,,0.041847041847041848,28,Alpha_numeric,0.043272277825281973,0.045118047218887555
PCT204652,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,34DD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,167,0,167,70,bras_regular_push up,SUP,,,,,0.033670033670033669,28,Alpha_numeric,0.034121626000294128,0.033913565426170467
PCT204653,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,34DDD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,92,0,92,50,bras_regular_push up,SUP,,,,,0.024050024050024051,28,Alpha_numeric,0.025684409257274526,0.022108843537414966
PCT204654,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,36A,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,83,0,83,50,bras_regular_push up,SUP,,,,,0.024050024050024051,28,Alpha_numeric,0.022076367342976445,0.020208083233293317
PCT204655,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,36B,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,347,0,347,142,bras_regular_push up,SUP,,,,,0.068302068302068308,28,Alpha_numeric,0.069093883033354744,0.069527811124449779
PCT204656,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,36C,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,496,0,496,204,bras_regular_push up,SUP,,,,,0.098124098124098127,28,Alpha_numeric,0.10339917748478387,0.099439775910364139
PCT204657,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,36D,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,324,0,324,132,bras_regular_push up,SUP,,,,,0.063492063492063489,28,Alpha_numeric,0.063510871008699829,0.063325330132052812
PCT204658,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,36DD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,258,0,258,98,bras_regular_push up,SUP,,,,,0.047138047138047139,28,Alpha_numeric,0.055026880488783916,0.049219687875150062
PCT204659,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,36DDD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,129,0,129,63,bras_regular_push up,SUP,,,,,0.030303030303030304,28,Alpha_numeric,0.045037587584242762,0.02851140456182473
PCT204660,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,38B,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,216,0,216,81,bras_regular_push up,SUP,,,,,0.03896103896103896,28,Alpha_numeric,0.047104268626551218,0.042617046818727487
PCT204661,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,38C,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,386,0,386,160,bras_regular_push up,SUP,,,,,0.076960076960076965,28,Alpha_numeric,0.079499168804876466,0.078531412565026007
PCT204662,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,38D,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,338,0,338,138,bras_regular_push up,SUP,,,,,0.066378066378066383,28,Alpha_numeric,0.06884935945354885,0.067527010804321733
PCT204663,PCT204677,Analize 2 Dark Blue,Analize Dark Blue,bras,regular,38DD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186957.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,226,0,226,85,bras_regular_push up,SUP,,,,,0.040885040885040885,28,Alpha_numeric,0.06252928229582326,0.043717486994797917
PCT204678,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,30A,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,2,0,2,0,bras_regular_unlined,SUP,,2,0,2,0.0,35,Alpha_numeric,,0.0014557554330872414
PCT204679,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,30B,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,1,0,1,0,bras_regular_unlined,SUP,,1,0,1,0.0,35,Alpha_numeric,,0.0012477903712176353
PCT204680,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,30C,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,1,0,1,0,bras_regular_unlined,SUP,,1,0,1,0.0,35,Alpha_numeric,,0.0011438078402828326
