simple_amid,bundle_amid,Frontend_name,original_frontend_name,Type,Body_Type,Size,Top_Bottom,Product_Padding,Shape_Primary,supplier,MS_Product_Image_WEB_1,Color_AM_Primary,Showroom_Month,showroom_launch,Purchase_Type,tag,cloned_products,target_inventory,forecast_inventory,Need_to_Buy,actual_buy,Cluster,Calculation,original_tag,original_target_inventory,original_forecast_inventory,Original_Need_to_Buy,buy_ratio,size_range,flag,sale_ratio,sup_ratio
PCT205455,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,34DDD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,87,0,87,50,bras_regular_push up,SUP,,87,0,87,0.024813895781637719,28,Alpha_numeric,0.025684409257274526,0.022108843537414966
PCT205456,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,36A,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,79,0,79,50,bras_regular_push up,SUP,,79,0,79,0.024813895781637719,28,Alpha_numeric,0.022076367342976445,0.020208083233293317
PCT205457,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,36B,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,325,0,325,141,bras_regular_push up,SUP,,325,0,325,0.069975186104218365,28,Alpha_numeric,0.069093883033354744,0.069527811124449779
PCT205458,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,36C,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,462,0,462,202,bras_regular_push up,SUP,,462,0,462,0.10024813895781638,28,Alpha_numeric,0.10339917748478387,0.099439775910364139
PCT205459,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,36D,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,298,0,298,128,bras_regular_push up,SUP,,298,0,298,0.063523573200992556,28,Alpha_numeric,0.063510871008699829,0.063325330132052812
PCT205460,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,36DD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,244,0,244,100,bras_regular_push up,SUP,,244,0,244,0.049627791563275438,28,Alpha_numeric,0.055026880488783916,0.049219687875150062
PCT205461,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,36DDD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,121,0,121,59,bras_regular_push up,SUP,,121,0,121,0.029280397022332507,28,Alpha_numeric,0.045037587584242762,0.02851140456182473
PCT205462,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,38B,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,218,0,218,84,bras_regular_push up,SUP,,218,0,218,0.041687344913151368,28,Alpha_numeric,0.047104268626551218,0.042617046818727487
PCT205463,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,38C,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,365,0,365,161,bras_regular_push up,SUP,,365,0,365,0.079900744416873448,28,Alpha_numeric,0.079499168804876466,0.078531412565026007
PCT205464,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,38D,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,315,0,315,136,bras_regular_push up,SUP,,315,0,315,0.0674937965260546,28,Alpha_numeric,0.06884935945354885,0.067527010804321733
PCT205465,PCT205467,Natalya Floral Pink,Natalya Floral Pink,bras,regular,38DD,Top,push up,Plunge,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187049.jpg,Print,2026-01-03,2026-03-01,Sister,,0,219,0,219,85,bras_regular_push up,SUP,,219,0,219,0.042183622828784122,28,Alpha_numeric,0.06252928229582326,0.043717486994797917
PCT205645,PCT205651,Cassidie Thong Black,Cassidie Thong Black,panties,regular,XS,Bottom,,Thong,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187073.jpg,Black,2026-01-03,2026-03-01,New,,0,283,0,283,101,panties_regular_Thong,SUP,,283,0,283,0.047935453251067871,5,Alpha,0.050302604071260144,0.047004700470047005
PCT205646,PCT205651,Cassidie Thong Black,Cassidie Thong Black,panties,regular,S,Bottom,,Thong,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187073.jpg,Black,2026-01-03,2026-03-01,New,,0,1219,0,1219,419,panties_regular_Thong,SUP,,1219,0,1219,0.1988609397247271,5,Alpha,0.20416888386535545,0.1989198919891989
PCT205647,PCT205651,Cassidie Thong Black,Cassidie Thong Black,panties,regular,M,Bottom,,Thong,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187073.jpg,Black,2026-01-03,2026-03-01,New,,0,2164,0,2164,745,panties_regular_Thong,SUP,,2164,0,2164,0.35358329378262932,5,Alpha,0.36008369548460945,0.35393539353935394
PCT205648,PCT205651,Cassidie Thong Black,Cassidie Thong Black,panties,regular,L,Bottom,,Thong,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187073.jpg,Black,2026-01-03,2026-03-01,New,,0,1547,0,1547,533,panties_regular_Thong,SUP,,1547,0,1547,0.25296630280018984,5,Alpha,0.26264957308928383,0.25282528252825287
PCT205649,PCT205651,Cassidie Thong Black,Cassidie Thong Black,panties,regular,XL,Bottom,,Thong,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187073.jpg,Black,2026-01-03,2026-03-01,New,,0,899,0,899,309,panties_regular_Thong,SUP,,899,0,899,0.14665401044138585,5,Alpha,0.12702956223050815,0.1473147314731473
PCT205659,PCT205665,Cassidie Thong Light Green,Cassidie Thong Light Green,panties,regular,XS,Bottom,,Thong,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187075.jpg,Green,2026-01-03,2026-03-01,New,,0,204,0,204,68,panties_regular_Thong,SUP,,204,0,204,0.04554588077695914,5,Alpha,0.050302604071260144,0.047004700470047005
PCT205660,PCT205665,Cassidie Thong Light Green,Cassidie Thong Light Green,panties,regular,S,Bottom,,Thong,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187075.jpg,Green,2026-01-03,2026-03-01,New,,0,898,0,898,298,panties_regular_Thong,SUP,,898,0,898,0.19959812458137977,5,Alpha,0.20416888386535545,0.1989198919891989
PCT205661,PCT205665,Cassidie Thong Light Green,Cassidie Thong Light Green,panties,regular,M,Bottom,,Thong,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187075.jpg,Green,2026-01-03,2026-03-01,New,,0,1594,0,1594,530,panties_regular_Thong,SUP,,1594,0,1594,0.35498995311453452,5,Alpha,0.36008369548460945,0.35393539353935394
